poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"i am tire now of roam ’ , rosemarie ,<br>an ’ long to be at home ‘ mong de tree ,<br>w'ere de robin redbreas ’ sing<br>in de branches every spring ,<br>an ’ de bes ’ of everyt'ing , you wit ’ me !",-0.26422709226608276,-0.2545032799243927,-0.24578233063220978,-0.25796180963516235,-0.24895963072776794,-0.26829349994659424,-0.24679797887802124,-0.2496422529220581,-0.25142621994018555,-0.26617592573165894,-0.2633560299873352
"they wanna listen mister uncle ben. <br>have mercy goodness gracious bad email ! <br>not even bother calling me amen, <br>for whom my mother ought to send e mail. <br><br>too many people under handed swords, <br>a random form of java javascript ! <br>and putting freedom on the message boards ! <br>an answer never ever really zipped.",-0.2642260789871216,-0.2544998526573181,-0.2457636296749115,-0.2579606771469116,-0.24895422160625458,-0.2683001458644867,-0.24681949615478516,-0.24963752925395966,-0.2514413297176361,-0.26619812846183777,-0.26335951685905457
"this was her birth-day here ,<br>when summer 's latest flowers<br>were kindling to their flush and prime ,<br>as if they felt how short the time<br>in these terrestrial bowers .",-0.2642252743244171,-0.2544812560081482,-0.24573200941085815,-0.2579486072063446,-0.24893371760845184,-0.2682715058326721,-0.2468041628599167,-0.24963268637657166,-0.25142720341682434,-0.2661582827568054,-0.2633388042449951
"with only many high commandment thou. <br>for whom we never often virgin mary, <br>who ever heard an angry solemn vow ! <br>not any mother catholic missionary. <br><br>this very little father holy see ! <br>my brother there is celebrating easter, <br>to worship jesus politician b ! <br>or nothing like an old religious leader.",-0.2642259895801544,-0.25452175736427307,-0.2457868754863739,-0.2579824924468994,-0.24896734952926636,-0.268302321434021,-0.24684636294841766,-0.24966536462306976,-0.2514427602291107,-0.2661835551261902,-0.26335182785987854
"death<br>i never become a man who 's thief and frankly<br>from leafless as sunny please thee<br>as presence , weak from human free up within<br>the tongues snake clouds and no meet many .<br>the days that from the dark gloom ,",-0.2642265558242798,-0.2544941306114197,-0.24576503038406372,-0.2579619288444519,-0.24895352125167847,-0.26829254627227783,-0.2468118518590927,-0.24964891374111176,-0.2514382600784302,-0.26617303490638733,-0.2633662819862366
"the drone of clouds must sudden be your anguish <br>for if they weep for me , thy strings ill ease <br>i prove on earth in each imaginings <br>virtuous and so well in many a story",-0.26422691345214844,-0.25449442863464355,-0.24575798213481903,-0.25797414779663086,-0.24894481897354126,-0.26829734444618225,-0.246834859251976,-0.24966344237327576,-0.2514369785785675,-0.2661616802215576,-0.26334068179130554
"yet in the virgin writing felt the air <br>one object only might in one great praise <br>pity , as a form , he would have scarred <br>like silken looks fast sleeping by wood 's hillside",-0.26422619819641113,-0.25448569655418396,-0.2457582801580429,-0.2579517960548401,-0.2489476203918457,-0.26827380061149597,-0.24682842195034027,-0.24964644014835358,-0.2514379918575287,-0.2661672830581665,-0.2633555233478546
"without this very little southern blot, <br>that only causes cell biology, <br>not even other humans gonna rot ! <br>we never know about my human body. <br><br>is there too many people facing grains ! <br>i wanna see another penicillin ! <br>a broken body under acid stains ! <br>and banging on an empty cell division.",-0.2642258107662201,-0.25449338555336,-0.24576568603515625,-0.2579787075519562,-0.2489503175020218,-0.2682998478412628,-0.24682947993278503,-0.24965530633926392,-0.2514415383338928,-0.2661713659763336,-0.2633751928806305
"as from an ancestral oak<br>two empty ravens sound their clarion ,<br>yell by yell , and croak by croak ,<br>when they scent the noonday smoke<br>of fresh human carrion :—",-0.264225035905838,-0.2545136511325836,-0.24575576186180115,-0.2579755485057831,-0.24895575642585754,-0.26825740933418274,-0.24682913720607758,-0.24963751435279846,-0.2514198422431946,-0.2661658525466919,-0.2633841037750244
"however, carry to another place,<br>and into other limits. i am ill,<br>alas! without relief; and, in my case,<br>the doctors cannot rightly profit me.<br>i therefore wander here, deprived alike,<br>i know. of feeling, reason, purpose- he,<br>moreover, who is master here can strike,<br>with proper methods, any latent vice,<br>however dark. besides myself. the price.",-0.2642252445220947,-0.2544960081577301,-0.24576491117477417,-0.25795456767082214,-0.24895308911800385,-0.26827937364578247,-0.2467993199825287,-0.24963513016700745,-0.25143668055534363,-0.2661726176738739,-0.2633500397205353
"spin , spin , belle mergaton !<br>the little good folk the spell they have cast ;<br>by your work well done while the moon hath shone ,<br>ye shall cleave unto joy at last —<br>gigoton , mergaton , spin !",-0.2642255127429962,-0.254491925239563,-0.24576741456985474,-0.2579520642757416,-0.24892881512641907,-0.26827770471572876,-0.2467978596687317,-0.24964207410812378,-0.25142771005630493,-0.266171395778656,-0.26334649324417114
"exactly) it is i am saying. you,<br>perhaps you never really wanted) shut,<br>forever. even now you cannot do,<br>without becoming something even worse.<br>because, again. again, i am again,<br>again myself, without distinction( curse,<br>perhaps. i wonder whether you have then,<br>already suffered from the curse of all,<br>becoming something, even, awful small.",-0.2642250657081604,-0.2545035183429718,-0.24577832221984863,-0.257962167263031,-0.24897253513336182,-0.268279492855072,-0.24681812524795532,-0.24965055286884308,-0.25144219398498535,-0.26616978645324707,-0.2633441984653473
"when the sun 's low ray in the sky . <br>and my house is waiting for the sky , <br>i shall have a song , and then <br>with a tongue , a little while ,",-0.26422592997550964,-0.2545022666454315,-0.24575045704841614,-0.25795185565948486,-0.24894163012504578,-0.2682674825191498,-0.24681027233600616,-0.2496458888053894,-0.25143709778785706,-0.2661495804786682,-0.26334914565086365
the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the wand <br>with all her cruell wand'rer as he rides along <br>the meanest serf on sir launfal,-0.2642272114753723,-0.2545037567615509,-0.24578534066677094,-0.25796958804130554,-0.2489684522151947,-0.2682981789112091,-0.24682152271270752,-0.24964243173599243,-0.25144001841545105,-0.2661706209182739,-0.263374924659729
"oh! when they might be with an evil hour<br>bright with the stars, that's transport by a shower<br>and dash'd into the light, at night by day<br>and to a mournful music burst away",-0.2642256021499634,-0.2544921338558197,-0.24577321112155914,-0.25795435905456543,-0.2489539086818695,-0.26828381419181824,-0.24681667983531952,-0.249650776386261,-0.2514408826828003,-0.26616042852401733,-0.26336339116096497
"i saw a tree . i heard no sound <br>of a great heart that is not a dream . <br>come down , come down , come near , <br>and i shall be long and long ago .",-0.26422545313835144,-0.2545088231563568,-0.24576912820339203,-0.2579560875892639,-0.24895308911800385,-0.2682914733886719,-0.2468029409646988,-0.24965089559555054,-0.2514442801475525,-0.26618412137031555,-0.2633529603481293
"your lips — but i have no words , janette —<br>they were fresh as the twitter of birds — my pet ,<br>when the spring is young , and the roses are wet ,<br>with the dewdrops in each red bosom set ,<br>and they suited your gold brown hair — my pet .",-0.264225572347641,-0.254503071308136,-0.24576979875564575,-0.2579598128795624,-0.24896344542503357,-0.2682746350765228,-0.2468172162771225,-0.24963419139385223,-0.2514367699623108,-0.26617875695228577,-0.2633589208126068
"the sun is on the mountain side , <br>the sun 's young flowers are green ; <br>and every one that the children were wed . <br>the old man with his son ,",-0.2642262578010559,-0.2544894218444824,-0.24576205015182495,-0.25795409083366394,-0.24894584715366364,-0.26828980445861816,-0.24682073295116425,-0.24965324997901917,-0.25144681334495544,-0.2661733031272888,-0.2633489668369293
"but kindling sun flew with a living day<br>no way was left within the place to lay<br>at length he saw she on his speed again<br>the path he had, and set it with his pain",-0.26422590017318726,-0.25448697805404663,-0.24575433135032654,-0.25796473026275635,-0.24895016849040985,-0.2682805061340332,-0.24680045247077942,-0.24964720010757446,-0.2514472007751465,-0.26617854833602905,-0.26332634687423706
"once , brother , what is good , and passionate children ,<br>and this are nursed , and , send !<br>the when they complain , at morning abroad , may lost be indeed ,<br>must all is really no shone has loving to be here . ”<br>“ the morrow passed",-0.26422664523124695,-0.25448521971702576,-0.24575816094875336,-0.25795936584472656,-0.2489699125289917,-0.2683001160621643,-0.24680908024311066,-0.24964672327041626,-0.2514416575431824,-0.26616352796554565,-0.26337283849716187
"and says he was, engaging ev'ry day<br>but parson were a chin upon the breast<br>and she asked her in the place to say<br>she left her back:— he presently at last",-0.26422590017318726,-0.25448155403137207,-0.24574893712997437,-0.25794026255607605,-0.24893245100975037,-0.2682599425315857,-0.24681171774864197,-0.24964278936386108,-0.25143030285835266,-0.2661597728729248,-0.2633301019668579
"and far up into sunset, scattered vast<br>that god's infinite darkness into strife<br>yet lo! the spot of all a world of life<br>and never with the everlasting rest",-0.2642267346382141,-0.2544993758201599,-0.24578246474266052,-0.25799208879470825,-0.2489681839942932,-0.2682843804359436,-0.24681448936462402,-0.24968451261520386,-0.25146469473838806,-0.2661757171154022,-0.26335811614990234
"the days were dark and long , long nights , <br>and love , and all , the world has been <br>a thousand years and ever had been swept <br>through the dark woods , in the dark and",-0.2642265260219574,-0.2544962465763092,-0.2457561045885086,-0.2579594552516937,-0.2489364892244339,-0.2682921588420868,-0.2468045949935913,-0.24963714182376862,-0.2514474391937256,-0.26616790890693665,-0.263375848531723
"“ ye are dead , ” creatures and the word <br>of the old world 's crystal and can see , <br>but the world is a woman to thee , <br>and in thy soul , thy spirit white",-0.2642267346382141,-0.25449326634407043,-0.24575166404247284,-0.2579425871372223,-0.24892571568489075,-0.2682872712612152,-0.24681682884693146,-0.24964380264282227,-0.25144174695014954,-0.26618412137031555,-0.26335155963897705
"merry march-wind , softer blow ,<br>let the little children know<br>where the sweetest flowers grow ;<br>let thy tender accents ring<br>from the joyous harp of spring .",-0.2642253041267395,-0.2544930577278137,-0.24576303362846375,-0.2579466998577118,-0.24895016849040985,-0.2682783901691437,-0.24681276082992554,-0.2496311366558075,-0.2514437437057495,-0.2661696672439575,-0.2633504867553711
"entire knuckles started crashing slashing ! <br>and children watched with little fingers tied ! <br>how many human minds are barely glancing, <br>too busy telling me to move aside. <br><br>my hands were big enough for even stating ! <br>was such a puppet on an ugly stick ! <br>another small idea at the taking, <br>or maybe doing something very quick.",-0.26422515511512756,-0.2545396387577057,-0.24578213691711426,-0.25797104835510254,-0.248956561088562,-0.2683091461658478,-0.2468450516462326,-0.24966572225093842,-0.25145223736763,-0.2661735713481903,-0.26336872577667236
"too many people playing pryor creek ! <br>as soon as you can see this semi pro, <br>we gonna catch another hitting streak ! <br>its coming from an early rodeo. <br><br>they wanna murder me louie louie. <br>have money from the local tennis courts, <br>and back to salem public library ! <br>i need an empty pocket full of sports.",-0.26422613859176636,-0.2545034885406494,-0.24575944244861603,-0.2579813003540039,-0.2489577829837799,-0.26824048161506653,-0.24681583046913147,-0.24965141713619232,-0.25142133235931396,-0.2661918103694916,-0.2633605897426605
"“ see , ” she cries , “ i 'll try . ” <br>the little owl cried and sang , “ how sweet it was , <br>if i might have a hidden place , <br>in a strange",-0.2642272710800171,-0.25448933243751526,-0.24574555456638336,-0.2579473853111267,-0.248942032456398,-0.26830101013183594,-0.24682533740997314,-0.24963527917861938,-0.2514484226703644,-0.2661750018596649,-0.26335591077804565
"i crushed them with a curse i remember , as a day while me ,<br>planet pa where though another lay<br>upon a cheek , and they our rest are longing<br>for never was the spring or plucked light<br>is on flying ;<br>but where the birds you would not help",-0.26422587037086487,-0.2545047700405121,-0.24576765298843384,-0.2579766809940338,-0.2489577829837799,-0.2682912349700928,-0.24680842459201813,-0.24964946508407593,-0.251445472240448,-0.2661694586277008,-0.2633528709411621
"the glory of that care i cannot be<br>self thinking for to think she hath her sure<br>she and must hold, and all her am to me<br>that secret is, it never must endure",-0.26422634720802307,-0.2544979751110077,-0.24576953053474426,-0.2579633593559265,-0.24894477427005768,-0.2682987451553345,-0.24681101739406586,-0.24965238571166992,-0.2514418661594391,-0.2661716341972351,-0.2633604407310486
"if hope , when she lured me and beckoned ,<br>had pushed at my shoulders instead ,<br>and fame , on whose favors i reckoned ,<br>had laureled the worthiest head ,<br>i could garland the years that are dead .",-0.26422473788261414,-0.2544868588447571,-0.24576346576213837,-0.2579585909843445,-0.24894553422927856,-0.268262654542923,-0.24679037928581238,-0.2496408075094223,-0.251437783241272,-0.26616474986076355,-0.2633481025695801
"“ where is my love , ” said the lass , <br>“ i have no word , ” says he . <br>“ he 's a king , ” he replied , “ he went to bed ,",-0.26422837376594543,-0.25448840856552124,-0.245760977268219,-0.2579566538333893,-0.24896769225597382,-0.2682810127735138,-0.24680301547050476,-0.24966645240783691,-0.25144633650779724,-0.2662176787853241,-0.26335957646369934
"then shall the rhine our smiles receive ,<br>for on its banks alone<br>can e'er be found a wine to give<br>the soul its proper tone .<br>the soul , & c .",-0.2642275094985962,-0.25449585914611816,-0.24575863778591156,-0.2579454481601715,-0.24893690645694733,-0.26827874779701233,-0.24682042002677917,-0.2496618926525116,-0.2514398694038391,-0.266158789396286,-0.26336434483528137
"who is not by the country who are dead , <br>and the king 's children ? <br>they will not come home , <br>and he shall judge him in the arms of the lord .",-0.2642259895801544,-0.25448644161224365,-0.24577189981937408,-0.25796565413475037,-0.24894271790981293,-0.26828107237815857,-0.2468191534280777,-0.24966268241405487,-0.2514478266239166,-0.26616376638412476,-0.26337724924087524
"bear witness , once my comrades , what a hard-bit gang were we —<br>the servants of the sweep-head , but the masters of the sea !<br>by the hands that drove her forward as she plunged and yawed and<br>sheered ,<br>woman , man , or god , or devil , was there anything we feared ?",-0.26422637701034546,-0.25449851155281067,-0.24576658010482788,-0.2579619288444519,-0.2489670366048813,-0.2682786285877228,-0.2468085139989853,-0.24962402880191803,-0.2514435052871704,-0.26617541909217834,-0.26335835456848145
"the day of the world shall come , and the world is free ! <br>i am not longer , my love , <br>and the simple power of all the rest . ” <br>the spirit of the silver",-0.2642265558242798,-0.2544935643672943,-0.24577093124389648,-0.25795289874076843,-0.24895481765270233,-0.2683034837245941,-0.2467956840991974,-0.24964462220668793,-0.25142765045166016,-0.266177237033844,-0.2633512616157532
"the stars are falling , are falling —<br>look ! on your sleeve is a star !<br>six-pointed and perfect its form ,<br>six-pointed its comrades are ,—<br>all , gems of this wonder-storm !",-0.2642253041267395,-0.2545265555381775,-0.24576842784881592,-0.25795167684555054,-0.2489456981420517,-0.26828187704086304,-0.2468125969171524,-0.24965205788612366,-0.2514258623123169,-0.266169011592865,-0.26334908604621887
"the moon is a coming thing <br>that sings of me , but i must not be <br>when i am dead ; <br>and the dead red and red ,",-0.26422667503356934,-0.2544737756252289,-0.24574261903762817,-0.257938027381897,-0.24891847372055054,-0.26828911900520325,-0.24678194522857666,-0.24964089691638947,-0.25143080949783325,-0.26615941524505615,-0.2633399963378906
"hen . cock , cock , i have la-a-a-yed !<br>cock . hen , hen , that 's well sa-a-a-yed !<br>hen . although i have to go barefooted every da-a-y !<br>cock ( con spirito ) . sell your eggs , and buy shoes ,<br>sell your eggs , and buy shoes !",-0.2642257809638977,-0.2544993460178375,-0.2457820177078247,-0.25798723101615906,-0.2489669770002365,-0.2682746648788452,-0.24680493772029877,-0.24964630603790283,-0.2514435052871704,-0.26616406440734863,-0.26337069272994995
"is it that you have had , dear lord , <br>when we are lost , and we 'll be at the work . ” <br>‘ twas well the afternoon and the rocks ; <br>and the birds and",-0.264227032661438,-0.25449201464653015,-0.24576067924499512,-0.25797027349472046,-0.2489428073167801,-0.2682909667491913,-0.2468002885580063,-0.2496522068977356,-0.2514379024505615,-0.2661815881729126,-0.2633640766143799
"in former changed matter . the long crown ed blew <br>soon , the beloved distress was played <br>always may learne thy word to lose <br>a knight once else your chariot thenceforth sit",-0.2642257809638977,-0.2545124888420105,-0.24576781690120697,-0.2579573392868042,-0.24894332885742188,-0.2682737112045288,-0.24681849777698517,-0.24965140223503113,-0.25145280361175537,-0.266178160905838,-0.26335594058036804
"i know — grief is best ,<br>not look in its proud ;<br>but on that foolish he would confess : a little art ,<br>and behind me brown boys eight from once away ,<br>and that no one wife should",-0.2642262578010559,-0.25449806451797485,-0.245761901140213,-0.25795915722846985,-0.24894079566001892,-0.26829925179481506,-0.2467983514070511,-0.24965110421180725,-0.2514432668685913,-0.2661680579185486,-0.26334986090660095
"because) he always answered better, more,<br>perhaps, because he always answered( track,<br>before and after, progress, any score,<br>before, before the picture, any, all,<br>before the pictures ever happened) he,<br>because the picture always happens small,<br>because the picture always happened free,<br>because he only answered free because,<br>because, because. because because he draws.",-0.26422619819641113,-0.2545122504234314,-0.24576766788959503,-0.2579677104949951,-0.2489582747220993,-0.2682967483997345,-0.24681687355041504,-0.24963441491127014,-0.2514207065105438,-0.2661721408367157,-0.26334595680236816
"about an unemployment compensation. <br>is wrong but then some kids have fluent speakers, <br>their latest music on discrimination ! <br>they really wanna try to battle preachers. <br><br>we know another very lesson plan ! <br>as when the only little alto clef, <br>would ever mention me and horace mann ! <br>or see a million women getting deaf.",-0.26422643661499023,-0.25450459122657776,-0.24576567113399506,-0.257966011762619,-0.24895893037319183,-0.2682960629463196,-0.24684101343154907,-0.24965821206569672,-0.25144845247268677,-0.2661783695220947,-0.2633582651615143
"and when the child grew strive ,<br>and all the anguish become man .<br>we use his master<br>to earth and older , has they sink the horns .<br>the river comes , now still far , still comes clear ,<br>hear the clear feels",-0.2642259895801544,-0.2545250356197357,-0.245773583650589,-0.25796476006507874,-0.2489672303199768,-0.26829564571380615,-0.24681290984153748,-0.24966073036193848,-0.2514429986476898,-0.2661818861961365,-0.26336178183555603
"it is because the ships beside the shore<br>spread their dark sails to the sea-blowing breeze ;<br>the tide is high , and soon will set toward the distant islands ,<br>and there is a gleam of swords and armour ,<br>for the soldiers go to war beyond the seas .",-0.26422491669654846,-0.2544853687286377,-0.2457543909549713,-0.25795796513557434,-0.24894320964813232,-0.2682799994945526,-0.246805801987648,-0.2496296614408493,-0.2514345943927765,-0.266160786151886,-0.2633635997772217
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",-0.26422715187072754,-0.25450676679611206,-0.24578426778316498,-0.2579699456691742,-0.24896873533725739,-0.2682935297489166,-0.24682998657226562,-0.24965721368789673,-0.25144287943840027,-0.26618510484695435,-0.2633652091026306
"o night , hide me in your long cold arms :<br>let me sleep , but let me not live this life !<br>there are too many people with haggard eyes standing<br>before me<br>saying , “ to live you must suffer even as we . ”",-0.2642253041267395,-0.2544798254966736,-0.24576617777347565,-0.25795695185661316,-0.2489376962184906,-0.268278568983078,-0.2468070089817047,-0.24964429438114166,-0.25142785906791687,-0.2661631107330322,-0.26339223980903625
"i sang a little bird <br>beneath the moon , <br>and the wind has a rose on the shore , <br>and the eye of the sun in the sky ,",-0.26422595977783203,-0.25448113679885864,-0.24576081335544586,-0.25793781876564026,-0.2489495575428009,-0.2682780921459198,-0.24679827690124512,-0.24964171648025513,-0.2514384388923645,-0.2661571800708771,-0.2633362412452698
"“ tho ’ be the lamp high , ’ s only —<br>you , whose way you must crave<br>steals in delight ,<br>for it is the music slowly scene ,<br>as a night at times ; there lies<br>black and onward — o",-0.26422661542892456,-0.254513144493103,-0.24576741456985474,-0.25796207785606384,-0.24895207583904266,-0.2682945728302002,-0.2468135505914688,-0.24965815246105194,-0.25145986676216125,-0.26618438959121704,-0.26336804032325745
"when late the lowly breath it treads <br>to moon , the cry — will break its curve on bough <br>and generous and bless è d praise [ l done <br>achilles gain è d , who dost not tell",-0.26422634720802307,-0.25449874997138977,-0.2457740753889084,-0.25796863436698914,-0.2489454597234726,-0.2682732939720154,-0.24680078029632568,-0.24965640902519226,-0.2514510154724121,-0.26616770029067993,-0.2633488178253174
"a mute , nearly beautiful thing<br>is your face , that fills me with shame<br>as i see it hardening ,<br>warping the perfect image of god ,<br>and darkening my eternal fame .",-0.26422590017318726,-0.25449326634407043,-0.24575993418693542,-0.2579527497291565,-0.24894510209560394,-0.2682866156101227,-0.24680854380130768,-0.24964800477027893,-0.2514267563819885,-0.26617878675460815,-0.2633287012577057
"into my hand; for that i felt so bright<br>it swam a water over; when the sun<br>was stirring in the snow, so soft as white<br>and hidden far away, as it was down",-0.2642263174057007,-0.2544891834259033,-0.24576638638973236,-0.2579524517059326,-0.24893927574157715,-0.2683026194572449,-0.24680748581886292,-0.2496526539325714,-0.2514389753341675,-0.26618438959121704,-0.2633339464664459
"the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",-0.26422643661499023,-0.2545062005519867,-0.2457761913537979,-0.2579692602157593,-0.24895378947257996,-0.26830554008483887,-0.2467968463897705,-0.2496517449617386,-0.2514413595199585,-0.26617732644081116,-0.26336950063705444
"as you forgot i may forget ,<br>when summer dews cease to be wet .<br>when whippoorwills disdain the night ,<br>when sun and moon are no more bright ,<br>and all the stars at midnight set .",-0.26422539353370667,-0.25451359152793884,-0.24577389657497406,-0.2579602003097534,-0.24895550310611725,-0.2682819664478302,-0.24680235981941223,-0.24964648485183716,-0.25143948197364807,-0.26619043946266174,-0.2633402645587921
"they are not dead , nor thousands of death ; <br>‘ tis not that the earth is not there . <br>then the same gray fox <br>that cannot be done .",-0.26422643661499023,-0.25449997186660767,-0.24576544761657715,-0.25795358419418335,-0.2489476501941681,-0.2682848572731018,-0.24680259823799133,-0.24967563152313232,-0.2514635920524597,-0.2661648988723755,-0.2633427083492279
