poem,all,coherent,grammatical,melodious,moved,real,rhyming,readable,comprehensible,intense,liking
"in former changed matter . the long crown ed blew <br>soon , the beloved distress was played <br>always may learne thy word to lose <br>a knight once else your chariot thenceforth sit",0.2,-0.2,1.0,-1.0,0.6,-0.2,0.2,0.6,0.2,0.6,1.0
"i know — grief is best ,<br>not look in its proud ;<br>but on that foolish he would confess : a little art ,<br>and behind me brown boys eight from once away ,<br>and that no one wife should",-0.18518518518518517,0.3333333333333333,-1.0,1.0,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333,-1.0
"because) he always answered better, more,<br>perhaps, because he always answered( track,<br>before and after, progress, any score,<br>before, before the picture, any, all,<br>before the pictures ever happened) he,<br>because the picture always happens small,<br>because the picture always happened free,<br>because he only answered free because,<br>because, because. because because he draws.",-0.05555555555555555,-0.16666666666666666,0.0,-0.3333333333333333,0.16666666666666666,0.16666666666666666,-0.16666666666666666,-0.16666666666666666,0.3333333333333333,-0.3333333333333333,0.16666666666666666
"about an unemployment compensation. <br>is wrong but then some kids have fluent speakers, <br>their latest music on discrimination ! <br>they really wanna try to battle preachers. <br><br>we know another very lesson plan ! <br>as when the only little alto clef, <br>would ever mention me and horace mann ! <br>or see a million women getting deaf.",0.1111111111111111,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,0.0,0.3333333333333333
"and when the child grew strive ,<br>and all the anguish become man .<br>we use his master<br>to earth and older , has they sink the horns .<br>the river comes , now still far , still comes clear ,<br>hear the clear feels",0.16666666666666666,0.5,1.0,1.0,0.5,0.0,0.0,-1.0,0.0,-0.5,-0.5
"it is because the ships beside the shore<br>spread their dark sails to the sea-blowing breeze ;<br>the tide is high , and soon will set toward the distant islands ,<br>and there is a gleam of swords and armour ,<br>for the soldiers go to war beyond the seas .",0.16666666666666666,-0.5,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,-0.5
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest proportions to",-0.30434782608695654,-0.30434782608695654,-0.13043478260869565,-0.30434782608695654,-0.13043478260869565,-0.21739130434782608,-0.4782608695652174,-0.6521739130434783,-0.30434782608695654,-0.21739130434782608,-0.391304347826087
"o night , hide me in your long cold arms :<br>let me sleep , but let me not live this life !<br>there are too many people with haggard eyes standing<br>before me<br>saying , “ to live you must suffer even as we . ”",0.022222222222222223,0.0,-0.2,0.2,0.2,0.2,-0.2,-0.2,0.4,-0.2,0.4
"i sang a little bird <br>beneath the moon , <br>and the wind has a rose on the shore , <br>and the eye of the sun in the sky ,",-0.4074074074074074,0.3333333333333333,-0.3333333333333333,-1.0,0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333
"“ tho ’ be the lamp high , ’ s only —<br>you , whose way you must crave<br>steals in delight ,<br>for it is the music slowly scene ,<br>as a night at times ; there lies<br>black and onward — o",-0.5061728395061729,0.1111111111111111,-0.7777777777777778,-0.5555555555555556,-0.3333333333333333,-0.1111111111111111,-0.5555555555555556,-0.7777777777777778,-0.7777777777777778,-0.7777777777777778,-0.1111111111111111
"when late the lowly breath it treads <br>to moon , the cry — will break its curve on bough <br>and generous and bless è d praise [ l done <br>achilles gain è d , who dost not tell",0.2222222222222222,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,-0.3333333333333333,0.0
"a mute , nearly beautiful thing<br>is your face , that fills me with shame<br>as i see it hardening ,<br>warping the perfect image of god ,<br>and darkening my eternal fame .",0.18518518518518517,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333
"into my hand; for that i felt so bright<br>it swam a water over; when the sun<br>was stirring in the snow, so soft as white<br>and hidden far away, as it was down",-0.07407407407407407,-0.3333333333333333,-0.3333333333333333,0.0,0.0,-0.3333333333333333,0.0,-0.3333333333333333,0.0,0.6666666666666666,0.3333333333333333
"the world was in its day of peril dark and glorious <br>wont to believe the dot of fond love, with one <br>in the dawn of the very same ; and when the storm <br>in one dim bourne, from starry bade, iove's eye <br>that looked and",-0.21481481481481482,-0.4666666666666667,-0.06666666666666667,-0.4666666666666667,-0.2,-0.6,-0.06666666666666667,0.2,-0.3333333333333333,0.06666666666666667,-0.4666666666666667
"as you forgot i may forget ,<br>when summer dews cease to be wet .<br>when whippoorwills disdain the night ,<br>when sun and moon are no more bright ,<br>and all the stars at midnight set .",-0.2962962962962963,0.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.3333333333333333,-1.0,0.0,0.3333333333333333,-1.0,0.0
"they are not dead , nor thousands of death ; <br>‘ tis not that the earth is not there . <br>then the same gray fox <br>that cannot be done .",-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-1.0,1.0,-0.3333333333333333,-1.0,-0.3333333333333333,-0.3333333333333333,-0.3333333333333333,-1.0
"a smoky rock had hung so sternly low<br>and silent, on this towering vale below<br>the forest in track on the natal shore<br>his accents fell, an angel was before",0.05982905982905983,0.07692307692307693,0.23076923076923078,0.23076923076923078,-0.5384615384615384,0.5384615384615384,0.07692307692307693,0.07692307692307693,0.07692307692307693,-0.23076923076923078,0.23076923076923078
"and speedily shall yield to me <br>in body , stern , and fortune free <br>he further bursts on thee ; so thou shalt see <br>pray , make me ! who was asked , at length , to me",-0.037037037037037035,0.3333333333333333,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-1.0,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,0.3333333333333333,-0.3333333333333333
"the sun is in the sky of night : <br>the sky was blue , the sky was green . <br>i saw the white moon in the sky , <br>and the sun has heard the sound of the",0.037037037037037035,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.3333333333333333,1.0,-0.3333333333333333,0.3333333333333333,0.3333333333333333,-0.3333333333333333,0.3333333333333333
"the castle of our desire vultures we must be seen <br>the castle with a watery lustre on the floor <br>and the wanderer to the steps of the stones <br>with allrespect, as he ne'er unworthy are of praise <br>‘ tiske the modest and sun",-0.26570048309178745,-0.4782608695652174,-0.043478260869565216,-0.13043478260869565,-0.4782608695652174,-0.4782608695652174,-0.4782608695652174,-0.21739130434782608,0.043478260869565216,-0.13043478260869565,-0.4782608695652174
"but i advise against resistance. we,<br>the chosen ones of heaven must have kiss.<br>the children must obey and never see,<br>remember nothing. only heaven knows.<br>remember only that, remember. we,<br>however many people suffer blows,<br>believe that only heaven judges me.<br>remember also that the very fact,<br>whoever judges, judges, judges) act.",0.18518518518518517,0.3333333333333333,-0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,1.0,-0.3333333333333333,-1.0,0.3333333333333333,0.3333333333333333
"references : masson 's life and times of john milton ; milton<br>( classical writers ) , by stopford brooke ; milton ( english men of<br>letters ) , by mark pattison ; macaulay 's essay on milton ; de quincey ,<br>milton vs. southey and landor ; coleridge 's literary remains ;<br>johnson 's lives of the poets ; hazlitt 's english poets .",-0.37037037037037035,-0.6666666666666666,-0.3333333333333333,-0.6666666666666666,-0.6666666666666666,0.0,-0.3333333333333333,0.3333333333333333,-0.3333333333333333,-0.6666666666666666,-0.3333333333333333
"you cannot see exactly what is there.<br>however you do notice that each spark,<br>however feeble is, continues where,<br>before or shortly after, something strong,<br>substantial happened, something that could hurt,<br>destroy or take possession. also) long,<br>protracted thunder, something so alert,<br>so on the point of tears with pain. the rain,<br>perhaps the river water pouring pain.",-0.25925925925925924,-1.0,-1.0,-0.3333333333333333,0.3333333333333333,1.0,-1.0,0.3333333333333333,-1.0,0.3333333333333333,-1.0
"for very many famous holy days, <br>and early morning public holiday ! <br>we may not even public holidays ! <br>i know about another martyrs day. <br><br>what else is there expecting me to swap, <br>with only one exclusive interview. <br>he sits upon an open corner shop ! <br>the other side of seventh avenue.",-0.027777777777777776,0.5,0.0,-0.25,-0.5,-0.75,0.5,0.0,0.5,-0.25,0.25
"where will-o ’ - the-wisps and glow-worms shine ,<br>in bulrush and in brake ;<br>where waving mosses shroud the pine ,<br>and the cedar grows , and the poisonous vine<br>is spotted like the snake ;",0.1111111111111111,0.2,0.2,0.6,-0.6,0.2,-0.6,0.6,-0.2,0.6,0.2
"the castle of our desire vult, and we desire <br>we should a drink, as full, as dry, and as indeed <br>we cannot touch the tables, as indeed they are <br>the stay of queens above, and list to adventures of men <br>with flowing water and a listless store",-0.2,0.0,-0.2,-0.4,-0.2,-0.2,-0.2,-0.2,0.0,-0.4,0.0
"and they live by nature 's lord 's their own <br>nor know the though stretched of too short to fall <br>not blind therewith the herd for their pow'r <br>at twelve o'clock , to find them all",0.022222222222222223,0.0,0.2,0.4,0.0,0.8,0.2,-0.4,-0.4,-0.6,0.0
"the world was in its day of peril dark and glorious <br>wontian, marsepulchral, helen we were sons <br>in the lone sky and in the aisles stretch of dreams <br>but when the shades of death did not set <br>her eyes were dazzled,",-0.022222222222222223,-0.6,-0.2,-0.6,-0.2,-0.2,0.2,0.6,-0.2,1.0,-0.6
"before i finish speaking. even now,<br>without intending to offend you though,<br>behold in this your little chamber how,<br>without intent of evil, i have laid,<br>before yourself, upon the window- pane,<br>before my vision reaches that of shade,<br>the curtains of the darkness which is pain.<br>and truly, i believe that after all,<br>whatever evil follows this i call.",0.5555555555555556,0.5,0.0,0.5,1.0,0.0,0.5,1.0,0.5,1.0,0.5
"i 've ah , tis yet true reason brings at me <br>“ man man 's look , or else ! myself to thee <br>as ruth and love , beyond the evil lie <br>is then , then spirit meant these heavenly flame",-0.7777777777777778,-1.0,-0.3333333333333333,-0.3333333333333333,-1.0,-0.3333333333333333,-1.0,-1.0,-1.0,-1.0,-0.3333333333333333
"still nearer , and our europe doth desire <br>in this pure tempest shall his cares impart <br>oh , mourn what truth good rapture brings divine <br>with me to see their god is fearfully",-0.022222222222222223,-0.6,0.2,-0.6,0.6,-0.2,0.2,0.2,-0.2,0.2,0.2
